10.00,18.11,15.81,14.00,10.44,8.60,7.00,4.24,5.10,3.61,0.00,3.61,7.21,7.00,11.05,14.14,18.25,18.25,14.87,17.89,22.47,19.85,25.46,23.31,30.81,29.15,28.64,23.71,27.51,22.14,26.68,23.35,26.08,21.00,25.08,22.56,26.93,22.47,28.23,23.71,26.93,30.23,32.02,24.84,27.02,22.80,18.60,21.93,16.76,20.02,19.42,16.03,12.04,9.00,7.62
11.00,20.62,18.79,16.28,13.42,12.04,9.49,7.81,8.06,5.10,3.61,0.00,3.61,4.47,8.54,11.00,15.03,15.81,13.04,16.40,21.26,19.21,25.00,23.48,30.89,29.55,29.41,24.35,28.64,23.35,28.16,25.02,28.02,23.19,27.46,25.30,29.73,25.50,31.30,26.93,30.23,33.60,35.47,28.32,30.61,26.40,22.20,25.50,20.25,23.19,22.09,19.03,15.30,12.17,10.05
12.00,23.41,21.95,18.97,16.64,15.56,12.53,11.40,11.40,8.06,7.21,3.61,0.00,4.12,7.07,8.25,12.04,13.89,12.04,15.62,20.62,19.24,25.06,24.19,31.38,30.36,30.59,25.50,30.15,25.02,30.00,27.07,30.27,25.71,30.08,28.23,32.70,28.65,34.48,30.23,33.60,37.01,38.95,31.83,34.21,30.00,25.81,29.07,23.77,26.48,25.00,22.20,18.68,15.52,13.04
13.00,20.12,19.21,15.65,14.14,13.89,9.90,10.44,12.04,9.49,7.00,4.47,4.12,0.00,4.12,7.28,11.40,11.40,8.60,12.04,16.97,15.26,21.10,20.08,27.31,26.25,26.48,21.38,26.08,21.00,26.02,23.19,26.48,22.14,26.57,25.06,29.53,25.81,31.62,27.66,31.14,34.66,36.80,29.83,32.76,28.65,24.60,28.46,23.54,27.02,26.31,23.02,19.03,16.00,14.32
14.00,21.40,21.26,17.03,16.64,17.09,12.53,14.14,16.12,13.60,11.05,8.54,7.07,4.12,0.00,4.24,8.06,7.28,5.00,8.60,13.60,12.65,18.38,18.17,25.00,24.33,25.02,20.00,25.08,20.40,25.50,23.09,26.57,22.83,27.29,26.40,30.81,27.59,33.30,29.73,33.30,36.88,39.20,32.45,35.78,31.78,27.86,32.02,27.29,31.00,30.41,27.07,23.00,20.02,18.44
15.00,25.61,25.50,21.26,20.81,21.02,16.64,17.72,19.03,16.03,14.14,11.00,8.25,7.28,4.24,0.00,4.12,6.40,7.00,10.20,14.87,15.03,20.40,21.01,27.29,27.02,28.07,23.19,28.44,24.04,29.12,26.93,30.46,26.93,31.38,30.61,35.00,31.83,37.54,33.97,37.54,41.11,43.42,36.62,39.82,35.78,31.78,35.74,30.81,34.13,33.06,30.02,26.17,23.09,21.02
16.00,29.00,29.21,24.76,24.70,25.08,20.59,21.84,23.09,20.00,18.25,15.03,12.04,11.40,8.06,4.12,0.00,6.00,8.94,11.18,15.03,16.28,21.00,22.46,28.00,28.16,29.61,25.00,30.36,26.40,31.38,29.53,33.12,30.00,34.41,33.97,38.29,35.38,41.01,37.64,41.23,44.82,47.20,40.50,43.83,39.81,35.85,39.85,34.93,38.21,37.01,34.06,30.27,27.17,25.00
17.00,25.00,25.94,21.10,22.14,23.35,18.44,21.00,23.35,20.88,18.25,15.81,13.89,11.40,7.28,6.40,6.00,0.00,4.47,5.39,9.06,10.44,15.00,16.62,22.00,22.20,23.77,19.31,24.70,21.10,25.94,24.41,28.02,25.46,29.73,29.83,33.97,31.62,37.01,34.13,37.74,41.34,43.91,37.58,41.44,37.64,33.96,38.47,34.06,38.05,37.66,34.23,30.07,27.17,25.71
18.00,20.62,21.47,16.64,17.72,19.10,14.14,17.12,19.92,17.89,14.87,13.04,12.04,8.60,5.00,7.00,8.94,4.47,0.00,3.61,8.60,8.06,13.60,14.01,20.40,20.02,21.10,16.28,21.59,17.46,22.47,20.59,24.19,21.26,25.61,25.50,29.70,27.20,32.65,29.68,33.29,36.89,39.45,33.11,37.00,33.24,29.61,34.23,30.00,34.23,34.21,30.59,26.31,23.54,22.47
19.00,20.59,22.14,17.09,19.10,21.02,16.03,19.65,22.85,21.10,17.89,16.40,15.62,12.04,8.60,10.20,11.18,5.39,3.61,0.00,5.00,5.10,10.20,11.28,17.12,17.03,18.44,13.93,19.31,15.81,20.59,19.21,22.80,20.62,24.76,25.24,29.21,27.29,32.45,29.97,33.54,37.12,39.81,33.84,38.08,34.53,31.14,36.01,32.14,36.67,37.00,33.24,28.86,26.25,25.50
20.00,21.84,24.19,19.10,22.09,24.52,19.65,23.77,27.29,25.81,22.47,21.26,20.62,16.97,13.60,14.87,15.03,9.06,8.60,5.00,0.00,4.12,6.08,8.90,13.04,13.60,15.65,12.04,17.20,15.00,19.10,18.60,22.02,21.02,24.70,26.00,29.53,28.46,33.11,31.32,34.79,38.28,41.11,35.69,40.31,37.05,34.01,39.12,35.69,40.52,41.23,37.34,32.89,30.46,30.02
21.00,17.72,20.10,15.03,18.25,20.88,16.16,20.59,24.41,23.35,19.85,19.21,19.24,15.26,12.65,15.03,16.28,10.44,8.06,5.10,4.12,0.00,5.83,6.18,12.37,12.00,13.34,8.94,14.32,11.31,15.81,14.87,18.38,17.00,20.81,21.93,25.55,24.35,29.07,27.20,30.68,34.18,37.00,31.58,36.22,33.02,30.07,35.23,32.02,37.00,38.01,34.01,29.55,27.29,27.20
22.00,20.00,23.19,18.44,22.47,25.50,21.10,25.81,29.83,29.00,25.46,25.00,25.06,21.10,18.38,20.40,21.00,15.00,13.60,10.20,6.08,5.83,0.00,4.61,7.00,7.62,10.00,7.62,12.04,11.40,14.42,14.87,17.89,18.25,21.19,23.35,26.25,26.17,30.08,29.15,32.39,35.69,38.64,34.01,39.01,36.22,33.73,39.05,36.40,41.63,43.05,38.95,34.48,32.45,32.65
23.00,15.53,18.93,14.40,18.79,22.05,18.06,22.98,27.24,26.91,23.31,23.48,24.19,20.08,18.17,21.01,22.46,16.62,14.01,11.28,8.90,6.18,4.61,0.00,7.50,6.18,7.16,3.20,8.32,6.80,10.26,10.31,13.46,13.65,16.62,18.74,21.66,21.59,25.48,24.58,27.79,31.08,34.03,29.50,34.56,31.89,29.60,34.96,32.65,38.03,39.82,35.64,31.21,29.45,30.07
24.00,21.19,25.08,21.10,25.81,29.21,25.46,30.41,34.71,34.41,30.81,30.89,31.38,27.31,25.00,27.29,28.00,22.00,20.40,17.12,13.04,12.37,7.00,7.50,0.00,3.00,6.08,8.06,9.06,11.70,12.04,14.14,16.03,18.44,20.00,23.19,25.02,26.31,29.02,29.27,32.06,35.00,38.00,34.53,39.81,37.64,35.85,41.23,39.45,44.94,47.01,42.80,38.42,36.80,37.54
25.00,18.38,22.36,18.60,23.43,26.91,23.43,28.43,32.80,32.76,29.15,29.55,30.36,26.25,24.33,27.02,28.16,22.20,20.02,17.03,13.60,12.00,7.62,6.18,3.00,0.00,3.16,5.66,6.08,8.94,9.06,11.18,13.04,15.52,17.00,20.22,22.02,23.35,26.02,26.31,29.07,32.00,35.00,31.58,36.88,34.79,33.11,38.48,36.89,42.44,44.69,40.46,36.12,34.66,35.61
26.00,16.12,20.25,16.97,21.93,25.50,22.47,27.46,31.91,32.20,28.64,29.41,30.59,26.48,25.02,28.07,29.61,23.77,21.10,18.44,15.65,13.34,10.00,7.16,6.08,3.16,0.00,5.10,3.00,7.07,6.00,8.54,10.00,13.00,14.04,17.46,19.00,20.62,23.00,23.54,26.17,29.02,32.02,28.86,34.21,32.31,30.89,36.24,35.00,40.61,43.14,38.90,34.66,33.42,34.67
27.00,13.34,17.09,13.04,17.80,21.26,17.80,22.80,27.20,27.29,23.71,24.35,25.50,21.38,20.00,23.19,25.00,19.31,16.28,13.93,12.04,8.94,7.62,3.20,8.06,5.66,5.10,0.00,5.39,4.00,7.07,7.28,10.30,11.00,13.60,16.03,18.68,19.00,22.56,22.00,25.08,28.28,31.26,27.07,32.25,29.83,27.86,33.24,31.38,36.89,39.05,34.83,30.48,29.00,30.00
28.00,13.60,17.80,15.00,20.00,23.60,21.02,25.94,30.41,31.02,27.51,28.64,30.15,26.08,25.08,28.44,30.36,24.70,21.59,19.31,17.20,14.32,12.04,8.32,9.06,6.08,3.00,5.39,0.00,5.39,3.00,5.83,7.00,10.30,11.05,14.56,16.00,17.72,20.00,20.62,23.19,26.02,29.02,25.96,31.32,29.55,28.30,33.62,32.65,38.29,41.04,36.80,32.65,31.62,33.12
29.00,9.49,13.42,9.90,14.87,18.44,15.65,20.59,25.06,25.63,22.14,23.35,25.02,21.00,20.40,24.04,26.40,21.10,17.46,15.81,15.00,11.31,11.40,6.80,11.70,8.94,7.07,4.00,5.39,0.00,5.10,3.61,7.07,7.00,9.85,12.04,14.87,15.00,18.68,18.00,21.10,24.33,27.29,23.09,28.28,25.96,24.17,29.55,28.02,33.60,36.07,31.83,27.59,26.40,27.78
30.00,11.31,15.56,13.42,18.36,21.95,19.92,24.70,29.15,30.08,26.68,28.16,30.00,26.02,25.50,29.12,31.38,25.94,22.47,20.59,19.10,15.81,14.42,10.26,12.04,9.06,6.00,7.07,3.00,5.10,0.00,3.61,4.00,7.81,8.06,11.70,13.00,14.87,17.00,17.72,20.22,23.02,26.02,23.09,28.46,26.83,25.81,31.06,30.41,36.07,39.05,34.83,30.81,30.02,31.78
31.00,7.81,12.04,9.85,14.76,18.36,16.49,21.19,25.63,26.68,23.35,25.02,27.07,23.19,23.09,26.93,29.53,24.41,20.59,19.21,18.60,14.87,14.87,10.31,14.14,11.18,8.54,7.28,5.83,3.61,3.61,0.00,3.61,4.47,6.32,9.06,11.40,12.17,15.30,15.13,18.00,21.10,24.08,20.40,25.71,23.77,22.47,27.78,26.91,32.56,35.47,31.24,27.20,26.42,28.23
32.00,8.94,13.04,12.17,16.76,20.25,19.10,23.54,27.89,29.27,26.08,28.02,30.27,26.48,26.57,30.46,33.12,28.02,24.19,22.80,22.02,18.38,17.89,13.46,16.03,13.04,10.00,10.30,7.00,7.07,4.00,3.61,0.00,5.39,4.12,8.06,9.00,11.18,13.00,13.93,16.28,19.03,22.02,19.31,24.70,23.32,22.67,27.80,27.66,33.30,36.62,32.45,28.65,28.23,30.36
33.00,3.61,7.81,7.00,11.40,14.87,14.00,18.25,22.56,24.08,21.00,23.19,25.71,22.14,22.83,26.93,30.00,25.46,21.26,20.62,21.02,17.00,18.25,13.65,18.44,15.52,13.00,11.00,10.30,7.00,7.81,4.47,5.39,0.00,4.47,5.10,8.60,8.00,12.08,11.00,14.14,17.46,20.40,16.12,21.38,19.31,18.03,23.32,22.63,28.28,31.40,27.20,23.32,22.85,25.00
34.00,7.00,10.44,11.18,15.03,18.25,18.11,22.02,26.17,28.00,25.08,27.46,30.08,26.57,27.29,31.38,34.41,29.73,25.61,24.76,24.70,20.81,21.19,16.62,20.00,17.00,14.04,13.60,11.05,9.85,8.06,6.32,4.12,4.47,0.00,4.24,5.10,7.21,9.06,9.85,12.17,15.00,18.00,15.23,20.62,19.42,19.10,24.08,24.41,30.00,33.62,29.53,26.00,25.96,28.44
35.00,5.00,7.00,9.43,12.17,15.00,15.81,19.10,23.00,25.18,22.56,25.30,28.23,25.06,26.40,30.61,33.97,29.83,25.50,25.24,26.00,21.93,23.35,18.74,23.19,20.22,17.46,16.03,14.56,12.04,11.70,9.06,8.06,5.10,4.24,0.00,4.47,3.16,7.21,6.08,9.06,12.37,15.30,11.40,16.76,15.26,14.87,19.85,20.25,25.81,29.53,25.50,22.14,22.36,25.08
36.00,9.43,11.18,13.89,16.49,19.10,20.25,23.35,27.07,29.43,26.93,29.73,32.70,29.53,30.81,35.00,38.29,33.97,29.70,29.21,29.53,25.55,26.25,21.66,25.02,22.02,19.00,18.68,16.00,14.87,13.00,11.40,9.00,8.60,5.10,4.47,0.00,5.10,4.00,6.40,7.62,10.05,13.04,11.40,16.64,16.28,17.00,21.40,22.85,28.18,32.31,28.46,25.50,26.08,29.00
37.00,6.71,6.71,10.63,12.08,14.32,16.12,18.68,22.20,24.74,22.47,25.50,28.65,25.81,27.59,31.83,35.38,31.62,27.20,27.29,28.46,24.35,26.17,21.59,26.31,23.35,20.62,19.00,17.72,15.00,14.87,12.17,11.18,8.00,7.21,3.16,5.10,0.00,5.83,3.00,6.32,9.85,12.65,8.25,13.60,12.21,12.21,16.97,17.89,23.32,27.31,23.41,20.40,21.02,24.02
38.00,12.04,12.53,16.28,17.89,19.92,21.95,24.35,27.66,30.36,28.23,31.30,34.48,31.62,33.30,37.54,41.01,37.01,32.65,32.45,33.11,29.07,30.08,25.48,29.02,26.02,23.00,22.56,20.00,18.68,17.00,15.30,13.00,12.08,9.06,7.21,4.00,5.83,0.00,5.00,4.24,6.08,9.06,8.60,13.45,13.89,15.52,19.24,21.59,26.57,31.05,27.46,25.02,26.08,29.27
39.00,9.49,8.49,13.04,13.60,15.23,17.80,19.70,22.80,25.63,23.71,26.93,30.23,27.66,29.73,33.97,37.64,34.13,29.68,29.97,31.32,27.20,29.15,24.58,29.27,26.31,23.54,22.00,20.62,18.00,17.72,15.13,13.93,11.00,9.85,6.08,6.40,3.00,5.00,0.00,3.61,7.21,9.85,5.39,10.77,9.90,10.77,15.00,16.76,21.93,26.25,22.56,20.02,21.10,24.33
40.00,13.00,12.04,16.64,17.03,18.36,21.26,22.83,25.63,28.64,26.93,30.23,33.60,31.14,33.30,37.54,41.23,37.74,33.29,33.54,34.79,30.68,32.39,27.79,32.06,29.07,26.17,25.08,23.19,21.10,20.22,18.00,16.28,14.14,12.17,9.06,7.62,6.32,4.24,3.61,0.00,3.61,6.32,4.47,9.22,9.85,12.04,15.23,18.11,22.80,27.46,24.08,22.09,23.54,26.93
41.00,16.55,15.62,20.25,20.52,21.63,24.76,26.08,28.64,31.76,30.23,33.60,37.01,34.66,36.88,41.11,44.82,41.34,36.89,37.12,38.28,34.18,35.69,31.08,35.00,32.00,29.02,28.28,26.02,24.33,23.02,21.10,19.03,17.46,15.00,12.37,10.05,9.85,6.08,7.21,3.61,0.00,3.00,6.08,8.94,11.05,14.14,16.28,20.02,24.19,29.07,26.02,24.52,26.25,29.73
42.00,19.31,18.03,22.83,22.67,23.43,26.91,27.80,30.02,33.29,32.02,35.47,38.95,36.80,39.20,43.42,47.20,43.91,39.45,39.81,41.11,37.00,38.64,34.03,38.00,35.00,32.02,31.26,29.02,27.29,26.02,24.08,22.02,20.40,18.00,15.30,13.04,12.65,9.06,9.85,6.32,3.00,0.00,7.21,8.06,11.18,14.87,16.00,20.40,24.00,29.02,26.31,25.30,27.31,30.87
43.00,14.04,11.70,16.76,15.81,16.28,20.00,20.62,22.83,26.08,24.84,28.32,31.83,29.83,32.45,36.62,40.50,37.58,33.11,33.84,35.69,31.58,34.01,29.50,34.53,31.58,28.86,27.07,25.96,23.09,23.09,20.40,19.31,16.12,15.23,11.40,11.40,8.25,8.60,5.39,4.47,6.08,7.21,0.00,5.39,5.39,8.06,10.77,14.00,18.44,23.19,20.00,18.44,20.25,23.77
44.00,19.03,16.12,21.21,19.31,18.87,23.26,22.80,24.08,27.59,27.02,30.61,34.21,32.76,35.78,39.82,43.83,41.44,37.00,38.08,40.31,36.22,39.01,34.56,39.81,36.88,34.21,32.25,31.32,28.28,28.46,25.71,24.70,21.38,20.62,16.76,16.64,13.60,13.45,10.77,9.22,8.94,8.06,5.39,0.00,4.24,8.49,8.06,13.00,16.03,21.10,18.68,18.36,20.81,24.41
45.00,16.49,13.04,18.00,15.52,14.76,19.31,18.60,19.85,23.35,22.80,26.40,30.00,28.65,31.78,35.78,39.81,37.64,33.24,34.53,37.05,33.02,36.22,31.89,37.64,34.79,32.31,29.83,29.55,25.96,26.83,23.77,23.32,19.31,19.42,15.26,16.28,12.21,13.89,9.90,9.85,11.05,11.18,5.39,4.24,0.00,4.24,5.39,9.22,13.15,18.03,15.13,14.32,16.64,20.25
46.00,14.76,10.77,15.30,12.04,10.77,15.52,14.42,15.62,19.10,18.60,22.20,25.81,24.60,27.86,31.78,35.85,33.96,29.61,31.14,34.01,30.07,33.73,29.60,35.85,33.11,30.89,27.86,28.30,24.17,25.81,22.47,22.67,18.03,19.10,14.87,17.00,12.21,15.52,10.77,12.04,14.14,14.87,8.06,8.49,4.24,0.00,5.39,6.08,11.18,15.52,12.04,10.44,12.53,16.12
47.00,20.12,16.16,20.62,17.03,15.13,20.10,18.03,18.03,21.63,21.93,25.50,29.07,28.46,32.02,35.74,39.85,38.47,34.23,36.01,39.12,35.23,39.05,34.96,41.23,38.48,36.24,33.24,33.62,29.55,31.06,27.78,27.80,23.32,24.08,19.85,21.40,16.97,19.24,15.00,15.23,16.28,16.00,10.77,8.06,5.39,5.39,0.00,5.66,8.00,13.04,10.77,11.31,14.21,17.69
48.00,19.10,14.87,18.36,13.93,11.18,16.12,13.15,12.53,16.12,16.76,20.25,23.77,23.54,27.29,30.81,34.93,34.06,30.00,32.14,35.69,32.02,36.40,32.65,39.45,36.89,35.00,31.38,32.65,28.02,30.41,26.91,27.66,22.63,24.41,20.25,22.85,17.89,21.59,16.76,18.11,20.02,20.40,14.00,13.00,9.22,6.08,5.66,0.00,5.66,9.49,6.00,5.66,8.60,12.04
49.00,24.76,20.52,23.85,19.24,16.16,20.88,17.12,15.13,18.44,20.02,23.19,26.48,27.02,31.00,34.13,38.21,38.05,34.23,36.67,40.52,37.00,41.63,38.03,44.94,42.44,40.61,36.89,38.29,33.60,36.07,32.56,33.30,28.28,30.00,25.81,28.18,23.32,26.57,21.93,22.80,24.19,24.00,18.44,16.03,13.15,11.18,8.00,5.66,0.00,5.10,4.47,8.00,11.05,13.60
50.00,27.80,23.60,26.17,21.26,17.80,21.95,17.46,14.32,17.03,19.42,22.09,25.00,26.31,30.41,33.06,37.01,37.66,34.21,37.00,41.23,38.01,43.05,39.82,47.01,44.69,43.14,39.05,41.04,36.07,39.05,35.47,36.62,31.40,33.62,29.53,32.31,27.31,31.05,26.25,27.46,29.07,29.02,23.19,21.10,18.03,15.52,13.04,9.49,5.10,0.00,4.24,8.60,10.77,12.04
51.00,23.60,19.42,21.93,17.03,13.60,17.89,13.60,11.00,14.14,16.03,19.03,22.20,23.02,27.07,30.02,34.06,34.23,30.59,33.24,37.34,34.01,38.95,35.64,42.80,40.46,38.90,34.83,36.80,31.83,34.83,31.24,32.45,27.20,29.53,25.50,28.46,23.41,27.46,22.56,24.08,26.02,26.31,20.00,18.68,15.13,12.04,10.77,6.00,4.47,4.24,0.00,4.47,7.07,9.22
52.00,19.72,15.65,17.69,12.73,9.22,13.42,9.22,7.28,10.77,12.04,15.30,18.68,19.03,23.00,26.17,30.27,30.07,26.31,28.86,32.89,29.55,34.48,31.21,38.42,36.12,34.66,30.48,32.65,27.59,30.81,27.20,28.65,23.32,26.00,22.14,25.50,20.40,25.02,20.02,22.09,24.52,25.30,18.44,18.36,14.32,10.44,11.31,5.66,8.00,8.60,4.47,0.00,3.16,6.40
53.00,19.31,15.52,16.64,11.66,8.06,11.40,6.71,4.12,7.62,9.00,12.17,15.52,16.00,20.02,23.09,27.17,27.17,23.54,26.25,30.46,27.29,32.45,29.45,36.80,34.66,33.42,29.00,31.62,26.40,30.02,26.42,28.23,22.85,25.96,22.36,26.08,21.02,26.08,21.10,23.54,26.25,27.31,20.25,20.81,16.64,12.53,14.21,8.60,11.05,10.77,7.07,3.16,0.00,3.61
54.00,21.59,18.11,18.38,13.60,10.20,12.21,7.21,2.83,5.00,7.62,10.05,13.04,14.32,18.44,21.02,25.00,25.71,22.47,25.50,30.02,27.20,32.65,30.07,37.54,35.61,34.67,30.00,33.12,27.78,31.78,28.23,30.36,25.00,28.44,25.08,29.00,24.02,29.27,24.33,26.93,29.73,30.87,23.77,24.41,20.25,16.12,17.69,12.04,13.60,12.04,9.22,6.40,3.61,0.00
